"","X","d","d_h","h","a","mean_diff","mean_h","mean_p","U95","L95","U90","L90","U80","L80","C95","C90","C80","d_hat"
"113",113,-3,-3,1,1,0.33767951228186,-2.30207563998545,-2.00610207064601,-0.69869103243751,-5.06029823158802,-0.942446502383128,-4.58778720904543,-1.240395898713,-4.06991959505614,0.99,0.99,1,-2.58122184886283
"114",114,-3,-2,1,1,0.869605791857842,-0.997777820157779,-1.7107407814552,0.0371107982975545,-3.21738704902258,-0.163212217714353,-2.87307808370175,-0.404228031009948,-2.49795561515304,0.63,0.64,0.924,-1.40984622890826
"115",115,-3,-1,1,1,1.13355430470587,-0.145691255052942,-1.15396297347543,0.670876933311892,-1.98402353565815,0.486877724339033,-1.72444665645695,0.271932934914313,-1.43909222998212,0,0.01,0.332,-0.562152766901304
"116",116,-3,0,1,1,1.06819942774619,0.67338689749216,-0.240252588066083,1.46240734978803,-0.888518619499235,1.27913603796324,-0.681081736992135,1.07027209037742,-0.448203339880854,0,0,0,0.318286771623228
"117",117,-3,1,1,1,1.10338410245942,-0.0903405930139406,0.862288797940845,1.58740325487201,-0.75067753026463,1.4026831058696,-0.545832166055326,1.19204410988424,-0.316924535011242,0,0,0.014,0.443140083701113
"118",118,-3,2,1,1,0.748746299182262,1.38810625212089,1.82329242797051,2.97747370735677,0.530235545141142,2.75272891658293,0.712353121789754,2.50221158268955,0.922461945512597,0,0,0,1.69988504423967
"119",119,-3,3,1,1,1.22413063514273,1.38847492623292,2.56837663533737,3.43679966861249,0.852779324774259,3.19089306509794,1.03728325548417,2.91870622313439,1.25077827060495,0,0,0,2.0664058419941
"120",120,-3,-3,2,1,0.799959632237167,-2.80606170288318,-2.00610207064601,-1.11900396412394,-5.29592810200462,-1.34764628462819,-4.83728616733401,-1.62870177036976,-4.33451319783244,1,1,1,-2.90805859582374
"121",121,-3,-2,2,1,0.65601100368278,-1.73457993110551,-1.7107407814552,-0.485161770170219,-3.58277314940724,-0.67066785740925,-3.24890876286331,-0.894267747645978,-2.88814412583804,0.946,0.994,0.998,-1.84918400086776
"122",122,-3,-1,2,1,1.15477496041754,-0.114605924148349,-1.15396297347543,0.603473720560342,-1.48181090705185,0.453028104127787,-1.28782060820964,0.278581625284291,-1.07177367497174,0,0,0.096,-0.384636670070811
"123",123,-3,0,2,1,1.11086797081994,0.73614319968462,-0.240252588066083,1.41234779856069,-0.471999642792809,1.26387500241476,-0.31209641803071,1.09288963012094,-0.129625678646545,0,0,0,0.484749801520014
"124",124,-3,1,2,1,0.872693739561163,0.302756720216345,0.862288797940845,1.46377484255194,-0.416679483565988,1.313748233022,-0.258498343444172,1.14145942504607,-0.0783122979464367,0,0,0,0.534070961029272
"125",125,-3,2,2,1,0.713034137700684,1.48168404202134,1.82329242797051,2.68866168539988,0.700487633217101,2.50933196880027,0.848371066122999,2.31015848351348,1.02152143011169,0,0,0,1.65722573195983
"126",126,-3,3,2,1,0.831339289170669,1.9266937669535,2.56837663533737,3.40394242412313,1.2038912512375,3.19408316990077,1.35859418016025,2.96233216721141,1.54017397460867,0,0,0,2.23576752129268
"127",127,-3,-3,3,1,1.08828621416812,-3.09438828481413,-2.00610207064601,-1.39534636120622,-5.45843518145308,-1.61534631026791,-5.00903338063634,-1.88579008669357,-4.51666263043462,1,1,1,-3.12982153233472
"128",128,-3,-2,3,1,0.561408460975574,-2.11865774694025,-1.7107407814552,-0.815261695918674,-3.82432373861502,-0.993174994041626,-3.49920455050767,-1.20751756234209,-3.14562433262181,1,1,1,-2.13427441844055
"129",129,-3,-1,3,1,0.998226265190857,-0.383557626470079,-1.15396297347543,0.348887299001908,-1.51390890450188,0.215279246232912,-1.3411717894441,0.0600378080886144,-1.1473381965237,0,0.096,0.352,-0.532579893530355
"130",130,-3,0,3,1,0.849205008795738,0.227831460976067,-0.240252588066083,0.972679612221689,-0.704313064360464,0.844205623686,-0.558495668245731,0.695670174128936,-0.39313457274492,0,0,0,0.156322736014444
"131",131,-3,1,3,1,0.710215485503793,0.690950292141736,0.862288797940845,1.5779914390258,-0.0359348499147521,1.44625148255275,0.0958806058550392,1.29531599933192,0.246380815671114,0,0,0,0.77076784481029
"132",132,-3,2,3,1,0.681384692474314,1.77759695952896,1.82329242797051,2.7693755068058,0.989247090549553,2.60854252597781,1.12032173424965,2.42843083261476,1.27314952341561,0,0,0,1.84198653794465
"133",133,-3,3,3,1,0.636847482562999,2.44225647754035,2.56837663533737,3.71106444133266,1.60586345010601,3.50500285486834,1.7490011259132,3.27902722757566,1.91740358459621,0,0,0,2.58104085306919
"134",134,-3,-3,4,1,0.371939841972426,-2.36595694438079,-2.00610207064601,-1.12241636860522,-4.20144059123823,-1.29982996147271,-3.86548795697821,-1.51673796552147,-3.49938151656514,1,1,1,-2.46240289664203
"135",135,-3,-2,4,1,0.757022101873337,-1.36966313525823,-1.7107407814552,-0.476779362153271,-2.67013336781513,-0.618984774584515,-2.44936343289235,-0.787830998818417,-2.20721182204474,0.996,1,1,-1.47502629350616
"136",136,-3,-1,4,1,1.05455148635898,-0.279940201904151,-1.15396297347543,0.366330748247445,-1.26510534598867,0.247253587544873,-1.11774843612406,0.108288600619112,-0.951053441567332,0,0,0.334,-0.41308366267179
"137",137,-3,0,4,1,0.918339716849799,0.384335888367395,-0.240252588066083,1.02426467144875,-0.454282245114437,0.909319595731697,-0.327742477011851,0.776983492007123,-0.184446082102903,0,0,0,0.29948947904521
"138",138,-3,1,4,1,0.752372900802019,0.550635120131627,0.862288797940845,1.3608867843669,-0.0841569748282419,1.24466201408073,0.0352998465137072,1.11103750356417,0.171270401599621,0,0,0,0.642248164366993
"139",139,-3,2,4,1,0.698465099442264,1.54189096130707,1.82329242797051,2.42313163472729,0.889718211095226,2.28837924475394,1.00636067570535,2.13721899100079,1.14084408648615,0,0,0,1.63362254250309
"140",140,-3,3,4,1,0.663016178575752,2.21656687101316,2.56837663533737,3.29611259135566,1.52190384231825,3.13037829876888,1.64696143952766,2.94524127904702,1.79318452297509,0,0,0,2.35759482944218
"141",1,-2,-3,1,0.1,0.33767951228186,-2.30207563998545,-2.00610207064601,-0.0285148590245447,-4.72244230461621,-0.304222695976029,-4.22932869451262,-0.636497826863007,-3.68346047011223,0.774,0.828,0.85,-2.08720418925287
"142",2,-2,-2,1,0.1,0.869605791857842,-0.997777820157779,-1.7107407814552,0.253148158970587,-4.0880810982714,-0.0103437666049446,-3.63378254845876,-0.324702705479757,-3.13255502984742,0.488,0.634,0.638,-1.66576491998766
"143",3,-2,-1,1,0.1,1.13355430470587,-0.145691255052942,-1.15396297347543,0.707531120044887,-3.17067913182919,0.455407672448657,-2.77362447072454,0.159002919464622,-2.3383550298945,0.164,0.35,0.35,-1.0437590910186
"144",4,-2,0,1,0.1,1.06819942774619,0.67338689749216,-0.240252588066083,1.46314647009863,-1.92543809281244,1.21524055159865,-1.60128705393357,0.931920201578534,-1.24274690994101,0.014,0.086,0.088,-0.132680488560655
"145",5,-2,1,1,0.1,1.10338410245942,-0.0903405930139406,0.862288797940845,2.36376064495205,-0.814665739930644,2.09824882032557,-0.540842175406245,1.80141359228449,-0.236234330938764,0.002,0.016,0.016,0.784642592992378
"146",6,-2,2,1,0.1,0.748746299182262,1.38810625212089,1.82329242797051,3.55228056175257,0.217019021947851,3.23790083595332,0.463935565387563,2.89115905459456,0.748157937859735,0,0,0,1.79990838149894
"147",7,-2,3,1,0.1,1.22413063514273,1.38847492623292,2.56837663533737,4.4465803872499,0.802499032020492,4.08465011590017,1.05021275105586,3.68445715859716,1.33858902230458,0,0,0,2.47604633802797
"148",8,-2,-3,2,0.1,0.799959632237167,-2.80606170288318,-2.00610207064601,-0.132969256024894,-4.76967861427358,-0.40246459463007,-4.27991792682683,-0.728799662856189,-3.73839360484831,0.824,0.828,0.922,-2.16053653010776
"149",9,-2,-2,2,0.1,0.65601100368278,-1.73457993110551,-1.7107407814552,0.138593463823811,-4.14995996787108,-0.11809281686266,-3.69956470288712,-0.426082311580541,-3.20041065015382,0.614,0.634,0.71,-1.75038805964086
"150",10,-2,-1,2,0.1,1.15477496041754,-0.114605924148349,-1.15396297347543,0.709642991300654,-2.96108613682543,0.468737877836005,-2.58524947373983,0.187050738521854,-2.1726515912872,0.082,0.338,0.35,-0.951218084664944
"151",11,-2,0,2,0.1,1.11086797081994,0.73614319968462,-0.240252588066083,1.47279282262952,-1.7301916280401,1.23606516310282,-1.42702882949212,0.965184179379953,-1.09092719255304,0,0.034,0.088,-0.0435544169549445
"152",12,-2,1,2,0.1,0.872693739561163,0.302756720216345,0.862288797940845,2.28878976624544,-0.742776584747466,2.035582353542,-0.483372285429529,1.75331744138661,-0.193274057360789,0,0.01,0.016,0.781195989235724
"153",13,-2,2,2,0.1,0.713034137700684,1.48168404202134,1.82329242797051,3.46078394101699,0.269025202861174,3.15854448344025,0.505879730633432,2.82782767357791,0.777498082069015,0,0,0,1.78344452244692
"154",14,-2,3,2,0.1,0.831339289170669,1.9266937669535,2.56837663533737,4.39729102027912,0.874543971155332,4.04490055206731,1.11360599182519,3.65899878802101,1.39197137822908,0,0,0,2.49083710335917
"155",15,-2,-3,3,0.1,1.08828621416812,-3.09438828481413,-2.00610207064601,-0.222375181876602,-4.81200531101205,-0.488012395820934,-4.32690486941707,-0.808830110165506,-3.78949811738176,0.828,0.83,0.968,-2.22526576440818
"156",16,-2,-2,3,0.1,0.561408460975574,-2.11865774694025,-1.7107407814552,0.0375644510941186,-4.20199220843187,-0.214372311079733,-3.75319162701961,-0.517962138624694,-3.25973266728438,0.634,0.634,0.828,-1.82517970267653
"157",17,-2,-1,3,0.1,0.998226265190857,-0.383557626470079,-1.15396297347543,0.645221227592354,-2.90797018132857,0.413022901590092,-2.5429084553127,0.141377240409818,-2.14304574107442,0.102,0.344,0.35,-0.961050704322273
"158",18,-2,0,3,0.1,0.849205008795738,0.227831460976067,-0.240252588066083,1.35274037311997,-1.74683043183159,1.12659308092161,-1.45118539497361,0.866027422005517,-1.12449551340131,0,0.046,0.088,-0.109350627478835
"159",19,-2,1,3,0.1,0.710215485503793,0.690950292141736,0.862288797940845,2.28850013956144,-0.612433030097426,2.04468779632909,-0.367690989390368,1.77198661368434,-0.0928359933609675,0,0,0.014,0.839574474741913
"160",20,-2,2,3,0.1,0.681384692474314,1.77759695952896,1.82329242797051,3.46106224817717,0.370703474840468,3.16713678837384,0.596718902202602,2.84376034603131,0.856924579558498,0,0,0,1.83107924896045
"161",21,-2,3,3,0.1,0.636847482562999,2.44225647754035,2.56837663533737,4.46489686778679,0.994185717483742,4.11456914739073,1.2263862168883,3.73071721264714,1.49741063121815,0,0,0,2.57843125125865
"162",22,-2,-3,4,0.1,0.371939841972426,-2.36595694438079,-2.00610207064601,-0.215183540991534,-4.63825939297459,-0.470671344429137,-4.16708728592991,-0.77916127699172,-3.64678158702211,0.828,0.832,0.972,-2.14187305536489
"163",23,-2,-2,4,0.1,0.757022101873337,-1.36966313525823,-1.7107407814552,0.097087501196419,-3.89453225891764,-0.142924445400169,-3.46989377227768,-0.43049794298339,-3.00471296390301,0.618,0.634,0.784,-1.65969318384725
"164",24,-2,-1,4,0.1,1.05455148635898,-0.279940201904151,-1.15396297347543,0.654282300571616,-2.72743425896003,0.430657335492207,-2.38451968987188,0.169306421806163,-2.00448385315132,0.038,0.322,0.35,-0.880762293016407
"165",25,-2,0,4,0.1,0.918339716849799,0.384335888367395,-0.240252588066083,1.3670999733872,-1.58318114110293,1.14843638242873,-1.30365658661794,0.898835725760284,-0.996768968973384,0,0.01,0.088,-0.0327170402494846
